省份,科类,选科要求,专业,录取人数,批次,最高分,最低分,平行志愿,征求志愿
广东,历史类,历史+不限,汉语言文学,2,本科批次,493,492,2,
广东,历史类,历史+不限,广告学,3,本科批次,492,490,3,
广东,历史类,历史+不限,英语,3,本科批次,493,491,3,
广东,物理类,物理+不限,汉语言文学,2,本科批次,496,496,2,
广东,物理类,物理+不限,广告学,3,本科批次,495,492,3,
广东,物理类,物理+不限,英语,3,本科批次,496,495,3,
广东,物理类,物理+化学,电气工程及其自动化,4,本科批次,496,489,4,
广东,物理类,物理+化学,眼视光学,6,本科批次,496,484,6,
广东,艺术类,不提科目要求,音乐教育,2,本科批次,445,444,2,
广东,艺术类,不提科目要求,音乐学,2,本科批次,449,446,2,
