省份,科类,选科要求,专业,录取人数,批次,最高分,最低分,平行志愿,征求志愿
浙江,艺术,不提要求,播音与主持艺术,5,艺术类统考,548,537,5,
浙江,艺术,不提要求,美术学,2,艺术类统考,541,541,2,
浙江,艺术,不提要求,环境设计,2,艺术类统考,541,541,2,
浙江,艺术,不提要求,音乐学,2,艺术类统考,501,500,2,
浙江,艺术,不提要求,音乐教育,2,艺术类统考,498,498,2,
浙江,综合改革,不提要求,汉语言文学,3,普通类,582,579,3,
浙江,综合改革,不提要求,法学,2,普通类,588,584,2,
浙江,综合改革,物理+化学,电气工程及其自动化,4,普通类,530,500,4,
浙江,综合改革,物理+化学,眼视光学,3,普通类,527,509,3,
